id,overview,genre_Drama
17,|After attending the funeral of her grandmother in Dallas, the Lux Atlantic Hotel manager Lisa is waiting for a flight to Miami. Due to the bad weather and consequent flight delay, she meets in the airport bar Jack Rippner, who is also in the waiting list. They sit together in the plane, and Jack reveals that he wants Lisa to change the room in Lux of an important American politician to facilitate a terrorist attempt against him. Otherwise, Lisa's father will be killed by a hit man. Lisa has to decide what to do with the menacing man at her side.|,0
18,|In 1857, at the height of his fame and fortune, novelist and social critic Charles Dickens meets and falls in love with teenage stage actress Nelly Ternan. As she becomes the focus of his heart and mind, as well as his muse, painful secrecy is the price both must pay.|,1
19,|While working a job at an exclusive ski resort to support her Dad, Kim learns to snowboard and is so good at it that she enters a competition with a huge cash prize. She has to dig deep to overcome her fears, but her life gets more complicated through her spoken-for boss, Jonny.|,0
20,|Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.|,0
21,|The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.|,0
22,|An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naive counselors. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason who stalks them at every turn.|,0
23,|When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.|,0
24,|Kaitlyn, an ER nurse who is tending to a young stabbing victim, is accidentally electrocuted by the defibrillator that is used in an effort to save the woman's life. Almost immediately Kaitlyn starts to experience the victim's memories. She turns to family, friends, and the police, but no one takes her seriously. She decides that she must take it upon herself to try to solve the crime - or risk the terrifying visions ending in her own sanity being at stake. Ultimately Kaitlyn teams up with the detective on the case and weaves her way through the victim's past - to discover not only the brutal truth, but also some very unexpected lessons about life, love, sorrow and forgiveness along the way. (official website)|,0
25,A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines in this rural horror comedy directed by Jonathan King and featuring special effects designed by Weta Workshop.,0
26,|In 1957, Evan Rendell flees after his father is lynched for killing multiple patients in his effort to find a replacement heart for his ailing wife. After 35 years, Evan escapes from a mental institution and returns to town for revenge, killing off residents one by one. When Jennifer and her friends break into the Rendell house out of morbid curiosity, Evan notices Jennifer has a heart condition similar to his mother and decides to make her his final victim.|,0
27,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,1
28,|Wallace, a medical school dropout, has been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan, seems to be finding the perfect partner, Wallace decides to put his love life on hold.  It is then that he meets Chantry, an animator who lives with her long term boyfriend Ben.  Wallace and Chantry form an instant connection, striking up a close friendship. But there is no denying the chemistry between them, leading the pair to wonder:  what if the love of your life is actually your best friend?|,1
29,|The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.|,0
30,|A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.|,0
31,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,1
32,A married couple is terrorized by a series of videotapes planted on their front porch.,1
33,|The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.|,0
34,|Taking all that was great from the first installment, ABCs OF DEATH 2 aims to be a wilder, leaner, faster paced and even more entertaining anthology this time around, with a new crop of award-winning, visionary filmmakers from around the globe.|,0
35,|After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.|,0
36,|After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.|,0
37,|A waitress falls for a handsome customer who seduces her, her two sisters, her brother, and her brother's girlfriend.|,0
38,|A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.|,1
39,|A gritty, international tale of four separate stories woven together by a common theme: the Rapture.|,0
40,|During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.|,0
41,|In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. "Cocaine Cowboys" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen.|,0
42,|When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, "the box," make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.|,1
43,|A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.|,0
44,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,1
45,|With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.|,0
46,A chambermaid and a former cop meet at a speed dating event and a romance develops. But during a romantic getaway things suddenly take a turn for the worse when her mysterious past is revealed.,1
47,|Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.|,0
48,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,1
49,|Middle-aged and divorced, Wilson finds himself lonely, smug and obsessed with his past.|,1
50,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,0
51,|‘Moscou’ is a densely populated working class neighbourhood on the outskirts of Ghent, Belgium. Matty, mother of three, bumps her car into a truck on the parking lot of a supermarket. Johnny climbs down from the cabin. He is infuriated by the dent in his front bumper and yells at Matty. Although impressed by the accident, Matty fights back with sharp words. Their discussion turns into a row, and the police have to intervene. Matty goes home, the trunk of her car dancing up and down. Back in her apartment, Matty takes a hot bath to recover from the afternoon’s emotionswhen the phone rings. It’s Johnny, apologizing for his behaviour on the parking lot. Matty tells him to stay out of her life. A dramatic comedy begins about a woman whose soul is full of dents and bruises.|,1
52,|Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.|,0
53,The only chance to escape a desert island is to convert the plane carrying many different animals into a boat.,0
54,|Darcy, editor at her highschool paper, and her long-term boyfriend Stan are in their last months of school and already have found places in good colleges. Recently they started to sleep with each other and, surprise, surprise, Darcy gets pregnant. Neither Darcy's mother, who was left by her husband and had to bring up Darcy alone, nor Stan's catholic parents are very supportive and urge them to h|,1
55,|Follows the epic Biblical story of the Resurrection, as told through the eyes of a non-believer. Clavius, a powerful Roman Military Tribune, and his aide Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.|,0
56,|Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.|,1
57,|In a small Corsican village, the life of Hélène, ordinary and single, She works as a maid in a hotel and is married happily with her Husband Ange and her fifteen year-old daughter. Her modest and monotonous life seems to be predetermined... One day while cleaning a hotel room, she meets a young, seductive, American couple which is playing a game of chess. First fascinated and then passionate about the game, Hélène learns with great tenacity she studies the rule of the game to perfection. She can count on Dr. Kröger, who is a mysterious inhabitant, to help her to achieve her goals. But this positive transition towards a liberty for Hélène does not go about without deeply changing her relationship with family, friends and inhabitants of the village.|,1
58,|Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.|,0
59,|If you had a love-potion, who would you make fall madly in love with you? Timothy, prone to escaping his dismal high school reality through dazzling musical daydreams, gets to answer that question in a very real way. After his eccentric teacher casts him as Puck in A Midsummer Night's Dream, he stumbles upon a recipe hidden within the script to create the play's magical, purple love-pansy.|,0
60,|Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back.|,0
61,|Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.|,0
62,A pair of men try to perform the dangerous "triple" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.,1
63,|Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.|,1
64,|The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled "love boat" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time.|,0
65,|An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.|,1
66,|Frank Dux has entered the "kumite", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.|,0
67,An aimless man is sent to prison for a crime he did not commit.,0
68,Four independent stories set in modern China about random acts of violence.,1
69,|In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.|,1
70,|In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing|,1
71,|A military veteran goes on a journey into the future, where he can foresee his death and is left with questions that could save his life and those he loves.|,1
72,|"The Motorcycle Diaries" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s.|,1
73,A prim and proper schoolgirl goes against her mother's wishes when she dates a motorcycle-riding juvenile delinquent.,0
74,|Two students from the Czech Film Academy commission a leading advertising agency to organize a huge campaign for the opening of a new supermarket named Czech Dream. The supermarket however does not exist and is not meant to. The advertising campaign includes radio and television ads, posters, flyers with photos of fake Czech Dream products, a promotional song, an internet site, and ads in newspapers and magazines. Will people believe in it and show up for the grand opening?|,0
75,This is a powerful drama about a young woman who stumbles into a nightmare land of hijacking and humiliation while driving cross-country from California to New York.,1
76,|A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.|,0
77,|Two young women with differing views on love find themselves with three suitors. Sowmya (Tabu) attracts the attention of aspiring film director Manohar (Ajith), while wounded Captain Bala (Mammootty) falls for her younger, hopelessly romantic sister, Meenu (Aishwarya Rai) but hesitates because he is much older than she. Meanwhile, Meenu meets and falls for a businessman with a passion for poetry, Srikanth (Abbas). Manohar goes to Madras to make a film and prove himself worthy of Sowmya, and Srikanth's business collapses, and he also departs to find someone who will lend him the money to pay off his investors.|,1
78,|At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.|,0
79,|Sharky gets busted back to working vice, where he happens upon a scandalous conspiracy involving a local politician. Accompanied by an all-star jazz soundtrack, Sharky's new "machine" gathers evidence while Sharky falls in love with a woman he has never met.|,1
80,ROB ZOMBIE'S  S P O O K  H A U S 31,0
81,|Set during the Rodney King riots, a robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.|,1
82,|Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcée Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them.|,1
83,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,1
84,|This is a sequel to 2001 A Space Odyssey. It is now 2010 and both the Americans and the Russians are racing to get to Jupiter to investigate the black monolith (similar to the one found in Lunar Crater Clavius) which was found by the U.S.S. Discovery in orbit around Jupiter's moons. The U.S.S. Discovery's orbit is rapidly decaying and it will crash into IO but the Americans cannot get there in time to save U.S.S. Discovery. The Russians can get to Jupiter in time but only the Americans have the knowledge to access and awaken the U.S.S. Discovery's H.A.L.9000 sentient computer. This forces a joint American-Soviet space expedition against a backdrop of growing global tensions. The combined expedition is seeking answers to several mysteries. What is the significance of the black monolith? Why did H.A.L.9000 act so bizarrely and terminate 4 of 5 of the U.S.S. Discovery's crew? What happened to David Bowman? Along the way, curious data is detected  ...|,0
85,|Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.|,0
86,|Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.|,1
87,|Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.|,1
88,|Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.|,0
89,|The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.|,1
90,|Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...|,1
91,|An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.|,0
92,|When Antonia's husband Massimo is killed in a car accident, she accidentally discovers that he has been having a same-sex affair with a produce wholesaler named Michele.|,1
93,|In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.|,1
94,|The story of Bobby Sands, the IRA member who led the 1981 hunger strike in which Republican prisoners tried to win political status. It dramatises events in the Maze prison in the six weeks prior to Sands’ death.|,1
95,|After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.|,1
96,|December, 31st. Impossible Moscow traffic, an endless rush leading to nothing, people trying to help but not making things any better. Small talk… about small things that fill one’s life — and make it pass us by too quickly. About Dad, who’s only got a few weeks left to live — and there’s nothing you can do to help... About plans for life of a 15-year-old girl — should she become a cancer specialist or a food designer?|,1
97,|Vincent is a crooked cop whose drug heist goes wrong when he is stabbed and the criminals he is robbing discover his identity. Vincent escapes with a huge bag of cocaine, but discovers his loot belongs to a powerful mob boss who kidnaps Vincent's son.  Vincent has until the end of the night to return the stash and save his son.|,0
98,|In the year 2020, a group of wealthy Moscovites travel to an abandoned astrophysics complex, rumoured to have enough power to halt the process of aging.|,1
99,|Tad is a celebrity archeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real Professor and takes his place on a flight to Peru in search of the Lost City of Paititi. Professor Lavrof and his beautiful daughter Sara are waiting for the famous professor to crack the code. Unfortunately for Tad, Sara is engaged to real-life hero Max Mordon, but Max has secretly betrayed the Professor by teaming up with the evil Kopponen and his shady Odysseus corporation. Time for Tad to step up...|,0
100,|A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.|,1
101,|Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...|,0
102,|At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..|,1
103,|Jeong Do-man is a low-ranking traffic cop whose tendency to do things "by the book" sometimes gets him in trouble, such as when he pulls over his new boss, newly instated police chief Lee Seung-man, and issues him with a traffic ticket. Though surprised and annoyed by the unexpected fine, the police chief has bigger problems; the town of Sampo has been hit by a string of bank robberies, and to reassure the public he decides to carry out a realistic drill which will demonstrate the police force's capability. Do-man is chosen to act out the part of the bank robber, but with his usual fastidious attention to detail he sets out to commit the perfect crime.|,0
104,|Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children|,1
105,Recep Ivedik coaches the children football team in his neighborhood. For the training he uses the only free piece of land as football field on which he used to play football as a child. Recep notices sadly that this piece of land was sold to a businessman. So as not to loose this for the neighborhood and the children valuable piece of land he decides to re-buy it on his own. With his own methods he does not receive the money. The participation in a competition with a big price is the only solution of his problem ...,0
106,|BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England|,1
107,|Working-class father John Crowley is finally on the fast track to corporate success when his two young children, Megan and Patrick, are diagnosed with Pompe disease - a condition that prevents the body from breaking down sugar. With the support of his wife, Aileen, John ditches his career and teams with unconventional specialist Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of Megan and Patrick. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.|,1
108,|Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.|,1
109,|Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.|,1
110,|Abner Hale, a rigid and humorless New England missionary, marries the beautiful Jerusha Bromley and takes her to the exotic island kingdom of Hawaii, intent on converting the natives. But the clash between the two cultures is too great and instead of understanding there comes tragedy.|,1
111,Two bank robbers fall in love with the girl they've kidnapped.,0
112,|Determined to learn about her boyfriend's past relationships, Stacy -- who works for a talk show -- becomes a bona fide snoop. With her colleague, Barb, Stacy gets the names of Derek's ex-lovers and interviews them, supposedly for an upcoming show. But what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women.|,1
113,|In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.|,1
114,|During the Second World War, Eugene enlists in the US Army during the last year of the War and is sent to basic training in Biloxi Mississippi. There he must live with a variety of fellow soldiers while enduring the whims of a mentally unstable drill sergeant.|,1
115,|Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.|,0
116,|An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization "The Man" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for "The Man" and find what happened with the potential candidate.|,0
117,|In 1942, Henan Province was devastated by the most tragic famine in modern Chinese history, resulting in the deaths of at least three million men, women and children. Although the primary cause of the famine was a severe drought, it was exacerbated by locusts, windstorms, earthquakes, epidemic disease and the corruption of the ruling Kuomintang government.|,1
118,|Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.|,0
119,|A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but an horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.|,1
120,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,0
121,|It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.|,0
